,Test_set,Actual Values,Predicted Values
12521,kareena kapoor bikini hmmmmmmmm akshay kumar anil kapoor maybe saif kareena kapoor bikini good banner kareena kapoor bikini one good reason see movie thought didnt people make jbj forget criticism first half movie isnt bad intrigue feel sort irritation mixed excitement felt seeing guy ritchie movies like lock stock snatch kareena kapoor sizzling skinny model sort way akshay kumar akshay kumar anil kapoor annoying kind funny almost forget time understand saif sidey ala main khiladi occasional laugh chuckles goosebumps kareena saif love story kareena rain behind bike hmmmmmmm mostly half promises delivers makes second half unbearable almost cheer interval came wet kareena people thought things come instead treated mind numbing torture difficult put words saif suddenly seam like comic sidekick suddenly sexy kareena looks anorexic realise second last floor empty face looks big body girls notice make guys notice second last floor observation anil kapoor sidekicks get nerves akshay kumar one carries madness extent even become intolerable subjected one absurdity done deserve collective gasp went trough audience every song second half ordinary even without movie around relieve trauma anymore conclusion movie starts buzz feel could even turn high ends slowly moving towards headache rapidly turns full blown migraine attack please dont watch movie reason academic interest cast akshay kumar first half much confusion need book fill cast whole second half need many pages fill total trying avoid seem extreme make mistake movie unwatchable matter decent first half,0,0
14330,werent enough floating around time already another lame godfather clone director consigliori watched earlier year marquee value name roped time telly savalas belatedly enters proceedings first seen behind rather campily tending flowers wearing beret style french painters apart looking minimally sicilian sports accent kind familiar drawl antonio sabato makes unlikely gangster apart resistible leading man relationship savalas becomes paternal flick eye also unconvincing especially since subsequently becomes romantically involved latters spirited teenage niece besides gangster flick theres precious little action speak none way memorable though finale set clinic well enough handled furthermore score francesco masi serviceable nothing else incidentally bargain basement dvd rented starts midway credits none cast members even films title ever listed,0,0
23195,exactly reason many people remain homeless stupid producers pay money make awful films like instead donating bother film even worse white chicks little man lame excuse posing character midget baby story awful considering written six people idea still wouldnt bad though original rip cartoon episode funny moments way done stupid acting bad directing anyone involved film ashamed racist offensive midgets mean instead showing sympathy film makers make fun really disgusts see midgets like babies character midget pretending abandoned baby get diamond certain family lame excuse showing something like worth dont watch film huge waste time money,0,0
5495,caught movie sundance channel cable one late afternoon might say loves sun perfect leisurely pastime story ever get hang trio lukas haas returning abruptly leaving everyone years ago molly parker maggie learn shes much part family bloom adam scott daniel friend foe fianc scenic falcon lake manitoba canada captured graphic compositions juxtaposed vivid summer colors sunshine shadows supporting trio two family members revealing mix wendy crewson mom mary bloom thomson dad arthur bloom writer director matt bissonnette delivered ingenious unfolding story line various tentacle links worry haas may listless face humor come parker scott enter circle friends reunited wry smiles break knowing delights stir dialogs may terse even nil yet wed get flavor whats cooking bemused wondering yes loves sun well categorized sleeper gem chemistry five principals sure gels combusts giving energetic ensemble performance family film sure doesnt take seriously looks like official site still available wholovesthesun com information soundtrack mac mccaughan portastatic guitar tunes strings score excerpts played behind scenes production notes interview writer director producer bissonnette movie concept came casting always appreciate molly parker since spare yet mesmerizing performance lynne stopkewichs kissed shes married bissonnette wrote maggie part molly,1,1
7181,first review ive wrote imdb bare caught flick hbo sure glad watched richard gere great film passionate agent detective bends rules get job done think story great theres never dull scene slows pace movie parts movie demented sex addicts pretty shocking youve ever seen crime film like youll able stomach scenes fine youre looking good detective suspense movie ignore low rating movie got imdb definitely watch,1,1
360,outragously entertaining period piece set spin classic cliffhanger series much raiders lost ark done low budget much campier director michael anderson opening scenes laces liberal amount gothic art nuveau predating batman two decades starring ron ely tarzan perfectly cast hero gorgeous pamela hensley local latina mona tagging hero goldhunt non existent latin american country hidalgo best line hero mona holding fist chin expect tender give hug mona youre brick paul wexlers ham cheese blackhat captain seas absolute delight expect little raiders dash batman little lost world little lost horizons whole lot campiness youll get right watch cult favorite michael berryman small part undertaker enjoy campy use john philip sousas patriotic music prime candidate dvd release certainly overdue unmissable treat whole family,1,1
19229,ambushed ordinary action flick much bad ordinary one man walks toward another machine gun blazing man fires one round fells man greater fire power without much nick hail lead raining guess one good guy duh ambushed good action flick good drama good movie ambushed fails levels cast movie veterans mechanically going motions almost though know theyre making real loser recommended anyone,0,0
22975,trio treasure hunters searching west indies hidden fortune lure gold makes rise tension men come closer treasures location deep sea divers hope track gold find greed hatred leads murder according dvd sleeves synopsis manfish name boat monster skeleton gives muscular captain john bromfield brannigan half treasure map good old salt victor jory professor provides half map first mate lon chaney swede plays dumb sexy tessa prendergast alita guards rum well obviously serious editing continuity problems mar otherwise might amounted something manfish lee wilder john bromfield victor jory lon chaney,0,0
15906,movie truly brilliant ducks banality crap speed dont even see good sense common decency mankind whizzing past doesnt stop movie hits bottom barrel hard bounces back point ludicrous comedy behold kor beergutted conan wannabe abundance neck hair struts stuff swinging sword like theres tomorrow way swung really amazed tomorrow least beer gut dont miss movie fantastic romp idiocy sheer bloody mindedness finished watching one dry tears joy tears frustration inept attempt storytelling eyes stupid gave people another make sequel,0,0
8382,enjoy film thought ended old fashioned love story twists expected get girl wont tell need watch movie find overall looking watch love story one suffice,1,1
17971,really everybody movie looks like want someplace else wonder casting done left hand rather havent seen anything worse natascha mcelhone impersonating sort agent carrying gun dont use spoiled city brat look role worse thing imagine casting doris day prostitute rest cast likewise awful possibly hurt sole exception sometimes see trying suffering mention completely insane story jeopardizing many peoples lives divorced want see family well must guy weller german photography could worse,0,0
19467,messed entry imdb ive yet stumble across previous reviewers act like movie movie rather merely featurette thats extra dvd movie one also nowhere near minutes listed actuality barely minutes cool jet martial arts reflections movie yeah imdb entry quite bit fubar dont listen reviews wrong trust never feed dear reader thats truth guess say one reviewer matters,0,0
6775,ghost train treat appreciate humour incorporates world war two plot much initially believed would characters unique blend play roles fairly well askey playing role tommy gander brightens story parts could portrayed boring dragging story haunted station actually spooky even present day standards unique way characters communicate fantastic liven mystery ghost train gander basically nuisance members rest get along fairly well always centre attention dubbed annoying appreciate humour humour innocent childish makes sweet watch askey gander film would shorter action enjoyment result would effective opinion,1,1
15834,watched hulu far many commercials broke pacing even still like watching really bad buddy movie early sixties dean martin jerry lewis parts played jerry lewis indian protest portrayal males venal women shrews cheated music videos western sales used lot western models males could touch usually enjoy indian films lot major disappointment especially modern indian film story doesnt take place india uncle keeps referring mac return india cant find supposed happening,0,0
8059,heart pounding erotic drama words come mind think secret games becomes erotic film goes along one point blew away didnt expect delightful scene encounter call girl first customer customer one erotic lesbian scenes ever seen husband listened wife perhaps wouldnt gone erotic journey turned cost end one exciting ride see movie,1,1
7055,children happened stop movie night things started play really piqued interest head bowling league record dvr could watch rest later well got done watching front shirt must soaked crying buckets excellent movie even though could almost feel pain anguish girls experiencing never million years would guessed reason alissia gone beautiful girl anti social goth probably shirt soaked ive experienced pain alissia feeling would sought movie sure glad saw moving touching great love good drama tear jerker,1,1
4489,one time favorite movies would recommend anyone list favorite movies mental list mind ones par movies lord rings series spirited away fly away home really relate main character jess start movie shes shy girl slightly odd background lot friends boys girls really sucks life also certainly cant fault protagonists acting anyone elses film soccer interesting watch even someone like idea rules movie never boring romance really cute didnt make blush tooooo hard one thing really made though indian factor jess parents indian many colourful indian conventions throughout film providing interesting cultural insight well everything else indian people also hilarious essentially coming age film choosing path want fighting feel good comedies becoming favorite movie genre thanks film theyre funny theyre refreshing make feel good,1,1
13663,two reasons give movie one reason actors like malcolm mcdowell gwynyth walsh work tried play usually good level acting however many scenes somehow blocked bad scripting reason cool idea looking cyborg quite different roles ive seen far everything else movie bad boring scenes useless boring dialogs bad script work seemed first movie ever many actors could interesting story though failed completely,0,0
11455,saw today year old thought cute agree poster wasnt anything like book remember still enjoyed kids pretty good pretty entertaining billy new kid accepts dare school bully eat worms day loses walk hall school worms pants beginning movie set show billy weak stomach pukes almost anything hilarity ensues bunch different way cook worms good message standing bullies course sappy happy ending,1,1
3942,whoever said horror wasnt educational film genre huh thanks marvelous hammer short movie least know never offer strange visitor wine slice bread salt house might hypnotist combination give power control thoughts mind forever thank hammer tenth episode house horror series another one ive looking forward seeing mainly guy directors chair sharp one britains finest filmmakers still sadly underrated sharp responsible cool hammer films like kiss vampire rasputin mad monk well overlooked independent productions like dark places psychomania contribution house horror easily one best series complex yet fascinating plot outline revolving delightful occult themes plot centers two antique dealers stumble upon strange object resembling mirror actually ancient scrying device used summon choronzhon demonic guardian abyss mirror heavily desired satanic cult since need ceremonies michael reluctant sell knowing real value device clearly petrified girl whos running cult avoid sacrificed michael drawn even deeper occult conspiracy satanic cults carnal sacrifice young women british horror david fischers screenplay never dull offers plenty neat plot twits among highly inventive climax theres also plenty tension admire dialogs wit acting performances splendid especially john carson leader cult genuinely eerie recommended,1,1
5438,fine story following dreams actually taking stab something chance strikes nothing easy morris either family job job opps elsewheres mortgage etc wasnt like could drop blithely hop greyhound play aaa ball months took guts glad showed indecision almost til got callup majors remember seeing pitch red sox think great story though morris actually looks like john kruk mills watson quaid thats okay quaid good job playing man teacher coach oldest rookie someone age group certainly plight youre quite old dreamed kid getting sooner lator believably told nicely edited paced acted good see familiar faces late royce applegate brian cox rachel griffiths good job around glad see hit outta woulda thought tampa devil rays woulda subject good movie early,1,1
16456,truly insipid film performances third rate dialogue stilted times seemed rolled died reason renting simple find movie scriptwriting needed visual aid presentation figured use clip boy wrong searching local video store came upon sus titled starstruck thought hey decided give try well unhappy results maybe one scene could use meanwhile practically falling asleep sheer banality flick took back wood theres movie use example anything would presentable compared drivel starfucker,0,0
10749,finally watched episodes continually back verify actually produced absolutely scary made spot fun would future either parker stone lived texas witnessed idiocy gov bush weird eerie people pay attention things boo scary bushs frat bros invading white house dressed arabs wielding rifles bush accidentally executing someone wait sort gov may seemed failure sitcom time must considered brilliant spooky prescience,1,0
1610,way back british made comedy called simon laura peter finch brilliant kay kendall day stands one finest examples british comedy particularly television sitcoms become popular excellent example also self referential cinema also soapdish film never heard nights ago caught late bit dubious first simply comedy difficult well know however pleasantly surprised delighted watch clever satire daytime american fact since laughed heartily like satire recommend see main actors sally field kevin kline robert downey cathy moriarty quite simply excellent job revealing bitchy shallow business acting watched kept thinking much bitchiness carries real life actors ever real life probably know peter sellers example notorious hiding true persona behind multitude characters nobody really knew real person watched sally field playing celeste talbot playing maggie thought earlier british film kay kendall playing laura playing character sitcom opposite peter finch wonder actors nervous breakdowns feeling crystallized celeste finally confronts daughter lori played elizabeth shue emotional moment repeats fictional lines shed used prior episode daytime soap confronting fictional daughter show confused well like dialog stunning originality comedy bitchiness anger depravity duplicity even love story well many stories film interwoven come together end course like robert altman film okay resolved finally lifes like anyway right pace almost frenetic really watch listen carefully catch sight gags subtle jokes spend minutes life watch wont regret time usage rest cast perform well although ive never taken much whoopi goldberg perhaps funniest exchanges robert downey cathy moriarty money latter steals many scenes others gets vote outstanding player kid gives term bitch entirely new face,1,1
24429,ive seen terrible horror movies time isnt worst bunch certainly lower half script starts young doctor goes hospital intern hoping vault better job future wife cute huh movie heads straight toilet realize something killing patients turns theres demon basement thats harvesting peoples souls job doctor nurse security guard entire hospital staff drag mental patient downstairs ritual pretty much involves cutting tongue allowing haunted house prop demon come steal soul magic cheesy special effects point movie gets ridiculously stupid begging still hour looked like half hour tales crypt episode somehow got stretched hour half crap fest tiny lister best john coffey green mile impersonation tracy scoggins playing stereoty frigid nurse ratchet movie fails every possible level gave stars two reason fianc pretty hot eased pain little towards end movie actually looks lot better current trend horror movies made wal mart quality home cameras end avoid turd even blockbuster movie pass still felt cheated bonus drinking game buddies take shot every time matt stasi james bishop shakes head talking youll drunk minutes movie,0,0
15826,watched malayalam movie boeing boeing made turn probably inspired english movie name long back basic story garam masala told pathetic way classy jokes replaced routine ones found normal hindi movies probably director suit taste hindi audience havent seen english original really enjoyed malayalam film made priyadarshan side splitting comedy back course acting mohanlal mukesh sukumari cooks role natural spontaneous probably smitten malayalam film tolerate even smaller flaws hindi remake still feel akshay kumar john abraham overacted paresh rawal done decent job doesnt reach anywhere near sukumari one compares recent hindi comedy movies,0,1
4476,fan first person shooters hesitant play game played demo however sold undying really manages pull game part universe character green amulet called gelziabar stone special powers warns particular events things look special spell scrye see certain things otherwise would invisible walking hallway suddenly hear magical stone whisper look stone glowing example painting using scrye spell see weird creepy stuff painting let tell witness something like scary hell people expect finish game hours forget even use cheats game relies character using wits walking carefully around like horror movie surroundings usually pretty dark ghosts monster appear random dont expect kill quickly one scene want enter room pushed back great force takes moments realize happened scene could come straight horror classic evil dead experience something like real accomplishment lot elements take undying level best classic horror movies ever produced sadly report flaws one thing universe playing huge start big mansion sorts hidden secret rooms even hidden hell dimension called oneiros fine beginning loading times difficult enemies become frustrating map game demands memorize surroundings patience required also jumping puzzles otherwise cant progress dont mind jumping platforms third person adventures first person mode annoying task luckily save anytime anyplace trust need overall undying extraordinary first person shooter deserves played horror game fan,1,0
3635,imagine victorian literature slowly sinking mire increasingly distant past pulled weight skirts along comes television best redemptive power dramatisations like bbc produce finely victorian literature gets new stab life religious themes moral overtones may increasingly ill ease world longer easily shocked acquainted cohabitation affairs domestic violence old well told stories enduring power ones hidden gem hard gauge today forceful feminist extraordinary ann brontes masterpiece tenant wildfell hall actually emerging primeval slime restrictive corsets bodily mental societal heroine helen huntingdon escapes miserable marriage flees brutality alcoholism braves abusive husbands fury societys pinched intolerance malicious gossip wreak change life pays price retains self respect falls love along way emerges battered victorious strong love watching women like screen actors superb best brits offer love story beautifully handled real passion feeling well matched actors tara fitzgerald inhabits every aspect complicated heroine said reviewers less sharply defined beautiful face could survive petrifying hairstyle toby stephens striking sparks contributes right combination headstrong handsome youth passionate yearning vulnerability rupert graves one favourite british actors ever enjoys charismatic villain much youre almost end ones perfect supporting cast ably create world sink without feeling coarse compromises made modern tastes without felt preached another bbc classic highly recommended romantic literature dramatised,1,1
7070,movie classic would say movie caught best working man learns mistakes could get along learn way everyone movie important part showing family important part life pride cause lose something important life find big throat swallow pride,1,1
214,review dedicated late keith moon john entwistle original drum bass seems little early footage around days lets aving days tends different kind altogether parody shadow much better years fair one prove anything anyone anymore theyve earned respect overtime concert footage one best command audience around plus strong crowed takes skill charisma wit whole lot bloody good music know acts bill doors last ever show weeks jim morrison died moody blues hendrix taste free many point whoever majority come see show one year great hippie fest woodstock film record come whos greatest work date tommy ever hungry crowd wanted taste able experience unique event able grove love knowledge gig needed best rock roll throw hungrily baited crowd two clock morning late august announces ladies gentlemen small rock roll band shepherds bush london john entwistles body suit black leather front line human skeleton neck toe roger dressed traditional stage outfit long tassels long flowing hair keith white shirt jeans pete white boiler suit doc martins hed preferred wear never stopped onslaught high energy rock two hours performing artists greatest tracks young man blues shaking queue keith baiting crowed shut bleeding opera tommy rock opera crowed went wild come hear didnt disappoint straight overture never coming air final note tommy hear amazing capture show magnitude band stature peak festival last kind anywhere world fantastic piece cinematic history english dvd comes soundtrack english linear pcm stereo states think get least check local press details okay duration dvd minutes extras disappointment yes slice rock festival history dvd would send nostalgia trip memory lane moment press play best concert footage meant live raw face would given dvd ten wasnt lack extras would nice thanks roger pete john keith,1,1
14501,big fan original film hard watch show garish set decor harshly lighted sets rob style remake mood never instead look feel many television movies seventies crenna bad choice walter neff snappy wardrobe swank apartment dont fit mood original make interesting character best make work samantha egger really bad choice english accent california looks cant hold candle barbara stanwicks velvet voice sex appeal lee cobb tries mightily fashion barton keyes even performance gruff without style feels like movie reminds remarkable film original still,0,0
1439,personal interest movie high school got job century fox member laborers hod carriers union end first day sweeping deck aircraft carrier told bring suitcase next morning enough clothes etc one two weeks arrived next morning bus waiting headed south toward san diego short stopped army base called either camp callan camp hahn bunked went north miles camp pendleton big marine base beach started building supposed japanese pacific island base took week ten days complete installation included water tank gun entrenchments sand bagged trenches living quarters high pay sometimes golden time triple regular hourly wage food also first rate prime rib lunch etc amazing wartime hard get good meat home job finished waited eagerly movie come eight ten months later waited eagerly two hours movie handiwork finally came screen three four minutes maybe less movies heroes dive bombing base blowing smithereens bit disappointing still fun spite disappointment enjoyed movie seen since learned later movie underwritten government fox paid cost plus basis maybe accounts extravagant pay lifestyle bob weverka,1,0
17721,let really clear movie didnt watch movie plot watch saucy sex scenes said movie god damn awful flip pure joy seeing godly body traci mandy schaffer cringing eyeballs disaster plot spoiler alert first scene movie already cringing see woman painting something lakeside pure bliss serene beautiful girl approach ask could paint beside finished show done woman painted vineyard facing infront lake kind screwball director would make kind mistake another scene traci gets kill teachers lover smash sail pole swims away none towns police suspected mean hellooooo mandy wear glove finger prints god damn boat gets worst whenever mandy around chilling sound effect played sounds like cat hissy fit also real pity rosanna arquettes movie feel real sorry star super low budget soft porn brainer goes rgen prochnow also misfortune star movie,0,0
12317,zombi interesting history making firstly sequel fulcis hit zombi zombi course marketing ploy trick people thinking sequel george romeros dawn dead aka zombi confusing enough basically none films anything one another cares make money guess fulci starting care production half way zombi decided walk bruno mattei brought board help pad film additional scenes lengthen running time zombi plot zombie fare scientists develop serum island philippines terrorists steal unleashing plague zombie run amok scientists want create antidote military set mowing everyone without prejudice also brief inserts radio preaching treat planet overall actually liked film heard horrible things find goofy dialogue quite enjoyable film seems attempt raising awareness pollution corrupted military man playing god etc get feeling one point serious film veered weird direction presumably mattei came board besides ripping zombie flicks reminiscent romeros crazies hear radio breaking good news see men white suits gas masks run help course played images men white gunning zombies later straight steal scene crazies one regular uncontaminated people killed mistake gore factor pretty good one zombie hordes around every corner cool let count ways zombie birth flying zombie head zombie birds zombie legs swimming pool favorite zombie machete wielding maniac gas station bad ass nearly tore entire building trying kill girl favorite quote sergeant insists cremating zombie scientists asks dont think ash air fall ground contaminate everything sargeant boldly replies youre talking science fiction also continues mention science fiction told scientists even end everyone dies extras gallery trailers interviews notably one mattei insists directed scenes yet recall ones significant details bottom line must see zombie fulci fans rating molly celaschi www horroryearbook com myspace com horroryearbook,1,1
22839,inept boring incoherent supernatural thriller college student cassie melissa sagemiller constant victim hallucinations nightmares car accident claims life boyfriend sean casey affleck cant begin tell bad nothing importance ever happens ever sort actual entertainment value like cast particular film sadly unconvincing roles good promote horror film joke scares theres sense suspense good songs thats earth project get green light writer director steve carpenter discernible vision talent sense worst conclusion really makes whole movie pointless alleged killer cut watched minutes pure tedium,0,0
3916,american playwright howard campbell played musty obsolescence nick nolte lives happily germany actress wife helga noth sheryl lee beginning world war peak life howard drafted american agent john goodman become spy behalf allies forewarned risks job holds howard everything lose finds offer irresistible following death wife end war campbell camouflages anonymity solitary life new york city muddies neuroses even central question indeed question frustrated many critics movie kurt vonneguts source novel campbell hero traitor director keith gordon screenwriter robert weide offer clues answer ambiguity knowing keeps mother night fresh interesting throughout beginning film nolte portrays campbell intelligent confident end hes either scared uncertain scared completely certain contribution debt humanity role played war gordon applies certain icy sheen images films first half complement portrait nazi bourgeoisie captures vonneguts dramatic side flip side campbell confined lonely new york apartment affectionately calls purgatory discovered group nazis humor produced also purely distinctive author provides temporary respite dramatic tension unfolds moral even spiritual paradox mother night presents doesnt lend simple resolution degree left ambiguous black white scenes campbell staring wearily space imprisoned israel suggest unspoken contemplation made privy campbell character whose inner workings wind knowing little war changes coming back america changes meeting nazis new york compels prolong facade act even point stare wearily image projected wall spewing anti semitic bile perhaps thats best reaction could hope,1,1
9209,war inc funny strange film actors likable film likable also dont know describe plot plot later movie weird casting choices besides john cusack hit man saw years ago grosse point blank liked hilary duff playing russian pop star named yonica babyya something like character odd scene sticks scorpion pants hits hauser cusack twist end involving two characters makes sense casting choice going cause plain strange whole movie strange times incredibly funny never bored best actors excluding miss duff aint great john cusack marisa tomeii joan cusack ben kingsley see mean story hit man named hauser cusack sent middle eastern city put hit oil man named omar sheriif actor trying deal personal problems help wedding popstar played hilary duff falls love news reporter played marisa tomeii thing popstar though hauser disgusted scene singing song afterwards throws twist end film reveals kind thing twist kind see coming doesnt matter strange funny entertaining comedy love actors really could recommend war inc,1,1
8698,maman putain watched movie related time released post eternal many respects true actors dont act true talk lot talk makes life worth living dying long monologue spoken fran oise lebrun perhaps accurate moving text ever written womanhood manhood love easy translate accurately though movie statement difficulty man woman two women case imho jean pierre aud one greatest french actors,1,1
21633,dismaying waste film stock needs count floyd popping every sixty seconds somehow got steve railsback susan anspach john vernon joe flaherty together set couldnt get within five miles eight kilometers actual movie boy thing suck isnt one original line thought shot effect brainless opening sequence brainless close magical ethereal susan anspach five easy pieces boring steve railsback boring john vernon boring big bug boring scary movie buttercream gang thuglife documentary seriously every bad movie contains explanation badness usually opening credits written directed produced one guy center action bimbo talentless know theres one one reason turkey got made dont find till last credits cooperation dozen subfunctions canadian government gratefully acknowledged right watching msts take beast yucca flats get taste mouth ghod improvement,0,0
8468,beautiful watch would first thing would moment discovered atlantis explore golden opportunity take viewers someplace special instead disney reverted old formula story telling,1,0
3042,overall film think better sepet much better gubra term story sentimental value scenes makes touched yes agree boy mukhsin acting good brilliant say acting almost natural however song quitte pas nina simone really menaikkan bulu roma love song song quitte pas hujan downloaded song beautiful salute yasmin movies ending credit makes touched see yasmin really appreciated parents unique way think movie deserves grand prix international jury berlin film festival give stars,1,1
20772,saw movie film festival rotterdam jan followed discussion director public afterwards many people reacted shocked protesting get lot negative critics world cruel like funny people dont like doesnt mean movie bad see difference dont shoot messenger shows world outside hubble nevertheless think bad movie film technically good one nice shots script good fitting music great actors director pretends make psychological movie psychology however poor quality describing powerful violence art art would powerful description psychological process behind violence shy boy come cruelty director pretends describe good director used several times word selfishness people mentioning instance teacher teacher wasnt selfish someone several roles caring pupils worried script think simplification call selfish atmosphere village creepy mother made awful mistakes terribly let doesnt become believable caused lot pain shyest boy comes terrible things fact reality far complex way film describes needs far better descriptions interesting thing would work describe process please understand written phrase end director said point alternative way life extreme confirmed director scriptwriter bad psychologists promoting black white thinking connection violence films society proved use violence gives responsibility use right enough black white thinkers world causing lots war misery hope movie wont successful,0,0
14075,joel schumaker directs script wrote group georgetown grads confronted adult life situations story line scrambled mess scenes actually good lot wasted talent time cast impressive movie featured demi moore rob lowe judd nelson andrew mccarthy emilio estevez ally sheedy mare winningham notable mccarthy moore lowe quite obnoxious coming age damn easy,0,0
4693,trey parker matt stone creators show south park return something entirely different create new sport combines baseball basketball sport known baseketball like basketball except rules baseball involved theres another letter title heres play shoot ball two guys try distract making shot sounds simple fact might try one day game hits streets soon becomes huge success wouldve known immature friends could invent sport became successful opinion baseketball crude silly spoof filled lots slapstick violence yet actually delivers laughs plenty entertainment definite recommendation like slapstick rude humor,1,1
12818,available drive double feature dark sky films since finished barracuda watched film proves incredibly ambitious inept time begin two young ladies wandering streets foreign town exactly stop look necklaces chinese vendor try chinese style clothes shop see aztec dancers girls followed two guys eventually drop whatever stealth didnt chase girls wild run though town finally catch seems one girls coin string around neck guys want find loot get flashback back find know coin hard say really back day two women years old sisters sisters boyfriends boat stopped get air tanks tow young boy back home dock grandpa come invite young uns herbal tea granny everyone tea todd gone back boat check young girls theyre away boat blows get back house friends mysteriously disappeared well seems though kindly folk raise vegetables wait meat drop spell serve herbal tea girls todd leave island theyre returning escorted captors theyre find treasure despite fact one ever showed girls also seems someone else island thugs mysteriously begin die one one since theres three doesnt take long theres even sort happy ending leave viewer every bit baffled throughout rest film two thugs seem speed freaks anger issues combined acting ability theyre borderline hilarious hillbilly type family also devoid acting ability despite fact grandpa hank worden appeared many films shows action confusing locales even confusing island looks like southern california hell sure certainly worth seeing think say huh bizarre,0,0
22710,guy maupassant novelist wrote novel man poor man without moral qualities wanted success society people politic men businessmen journalists women corrupt king money maupassant hero charles forestier going higher higher society scale thanks seduction poser love women could help action climb society stapes end novel married biggest daily paper owners daughter greatest church paris madeleine tout paris fortune become member parliament later minister useless women view always keeping touch pretty usefull women private affairs bel ami story morality everything story maupassant idea put bel ami title,0,0
4332,hickory dickory dock good poirot mystery confess read book despite avid agatha christie fan adaptation isnt without problems times humour valiant attempts get right little overdone events leading final solution rather rushed also thought slow moments mystery felt padded however loved hickory dickory dock filmed similar visual style brilliant abc murders really set atmosphere dark camera work dark lighting darker moments somewhat creepy helped one haunting music scores poirot adaptation maybe disturbing one one two buckle shoe gave nightmares plot complex essential ingredients though convoluted buckle shoe way good thing acting good david suchet impeccable know cant use word forever cant think better word describe performance series poirot phillip jackson pauline moran justice integral characters brilliantly students great personalities well developed whole particularly damian lewis leonard solid mystery doesnt rank along best bethany cox,1,1
16360,first saw around remembered believed vague outline took place turns years later remembered everything great accuracy seems writers never got beyond making outline story plot movie cartoon character development back story character arcs nothing good guys things good bad guys things solely bad one unintentionally hilarious part someone would think important dies nobody cares least shrug shoulders move theres barely dialogue either cut fight scenes running scenes lose movie watch want see good animation reason like look scantily clad hot cartoon chicks scantily clad hot cartoon dudes,0,0
15486,well one say firstly adaptation far long hours complexity lack plot actors try really hard make something film little content time available swayzee really quatermain character seeing sean connerys interpretation great man league extraordinary gentlemen swayzee really make grade chap winchester repeating rifle none strength stature subtlety humour needed part upstaged everyone including witch doctor incidentally seems point view convincing actor rest cast vistas pleasing silly mistakes cinematography example happy team arrive water hole middle desert tracks visible oasis waiting walk climbing mine leads exit next shot nothing like exit seen passage climbed cetera waiting doug mcclure appear moment ways wish leader russians pursuing quatermain shoddily created stereoty character shoots everything swayzee quite well sad father returned london unable obtain custody son swayzee stick sort thing able carry part courageous gentleman stout heart experience life sense fair play barely,0,1
1984,short movie david lynch minutes got lynchian ingredients mysterious dark inconclusive eerie strange blond girl starts talk even bit scary soundtrack exceptional create odd atmosphere also sinister mysterious setting hasnt traditional red curtains socking purple painted walls give equally effect eeriness plot girl whos locked dark room cries help comes another girl starts talking mysterious way saying shes fault dont know happen happen next ended unsolved puzzling good lynch movie must end great short despite amateurish acting girls professional actresses think acting could better short,1,1
1033,world old school kung movies revenge came dime dozen took lot film stand even make fan favorite years arguably chang chehs finest movie continues hold influence hong kong movie industry themes loyalty brotherhood revenge explored john woo got start movie industry working chang heyday heroic bloodshed late modern movies like man called hero sports character costume inspired film influence also carried areas well music tang clan commercials sprite video games mortal kombat makes movie special plot surface pretty simple deals members rogue group known poison clan searching treasure hidden sifu members clan extraordinary kung abilities denoted animal styles venoms lizard climb walls scorpion deadly strike etc twist since clan always wears masks known others thus simple plot becomes almost suspense thriller talking usual suspects far many kung movies time supposedly golden harvest happy changs script like movies felt dark violent actually wanted add broad comic relief thankfully chang stuck guns stayed original script since become revered one best films time ever completing almost perfect dramatic arc providing perfect backbone extraordinary action sequences really solidifies movie venoms chang cheh hit upon magical formula cast gain talented martial artists whose moves competed without aid wires special effects put modern martial artists shame great actors well formula proved popular chang usually one venoms later movies getting back matters hand old school movies actors seem playing cardboard cutouts actors actually create characters seems everyone favorite venom mine philip kwok best known many mad dog hard boiled lizard personal connection characters five deadly venoms generates makes true classic genre even youre normally fan old school movies need check five deadly venoms nothing else see modern movies got inspiration,1,1
12984,saw vogue documentary films remote corners world emphasis wild animals exotic terrain primitive people unusual cultures despite logistics transporting film crew distant dangerous place bringing back alive film footage films often much cheaper make conventional hollywood features expensive sets costumes high priced movie stars successful makers films artistically financially team martin johnson wife osa made several documentaries sometimes blatantly staged events africa asia johnsons safari films extremely popular inspiring several parodies notably wheeler woolseys africa sexy esther muir plays character named mrs johnson martini instead martin johnson geddit although several filmmakers producing safari documentaries time johnsons films popular genre relied heavily humour viewed enlightened hope standpoint serious flaw johnsons documentaries many scenes funny little brown yellow people made look complete idiots easily outsmarted clever white bwana johnson wife one definite asset movies presence osa johnson ten years younger husband manages seem young enough daughter certainly attractive shapely blond esther muir osa johnson pert brunette gave ingratiating performances front camera films produced husband congorilla probably best johnsons films shots congo interesting historical value evidence environment looked like shots pygmies natives also interesting although suffer johnsons penchant stage events manner makes natives look wild alien best funniest scene congorilla improvised sequence osa johnson attempts teach jazz dance pygmy women dance black bottom less dance bob hope famously taught daisy violet hilton conjoined twins wearing jodhpurs riding boots pith helmet osa johnson starts scat singing high steps slaps knees attempt teach dance african women meanwhile stand staring apparently wondering crazy white woman trying accomplish funny scene unpleasant undertones osa johnson dance invented black americans implication seems black africans instinctively able perform dance brief demonstration using natural rhythm guess blood something ill rate congorilla points film says little bit african life rather american cultural perceptions decade,0,0
